Account,Name,Address,Status,Reason
0561650070004,1415 W 23RD ST LLC,W 23RD ST 77008,,
0561650070009,1415 W 23RD ST LLC,W 23RD ST 77008,,
0561650070013,1415 W 23RD ST LLC,W 23RD ST 77008,,
0041770000210,14155 WEST HARDY LLC,14155 W HARDY RD 77060,,
0340050070010,1417 INDIANA LLC,1417 INDIANA ST 77587,,
1151830020041,1417 RICHEY RD HOUSTON LLC,1417 E RICHEY RD 77073,,
1190740010004,1418 BRITTMOORE LLC,1418 BRITTMOORE RD 77043,,
0340040060009,1418 INDIANA LLC,1418 INDIANA ST 77587,,
0340040060008,1418 INDIANA LLC,INDIANA ST 77587,,
1384440020016,1419 ATLANTIS LLC,1419 ATLANTIS DR 77598,,
1368720010001,1420 PARTNERS LP,1420 HUTCHINS ST 77003,,
0650710080001,14200 MCNAIR PARTNERS LP,14200 MCNAIR ST 77015,,
0410700010105,14201 HEMPSTEAD HIGHWAY LTD PARTNERSHIP,9222 WALLISVILLE RD 77013,,
1217780010001,14201 HEMPSTEAD HWY PARTNERSHIP,14201 HEMPSTEAD RD 77041,,
0813100000001,14201 MEMORIAL LLC,14201 MEMORIAL DR 77079,,
0041760000204,14204 HARDY LLC,14204 E HARDY RD 77039,,
0010280000001,1421 PRESTON LLC,1421 PRESTON ST 77002,,
1245970030006,14214 PAWBEE BEND DR INTERVIVOS,14214 PAWNEE BEND DR 77429,,
1168750050048,14225 CRESCENT LANDING LLC,14225 CRESCENT LNDG 42 77062,,
1279110030018,14227 BRUNSWICK POINT LANE TRUST,14227 BRUNSWICK POINT LN 77047,,
1152020180100,14227TD SERIES LLC,14227 TOWNSHIRE DR 77077,,
1413630010002,14229 MAIN ST LLC,12017 CARLSBAD ST 77035,,
0731690010006,14229 MAIN ST LLC,12022 LOMCREST ST 77085,,
1413630010001,14229 MAIN ST LLC,14241 S MAIN ST 77035,,
0844850000007,1423 KIPLING LLC,8107 DOVER ST 77061,,
0853260000019,1423 KIPLING LLC,8535 BUCROFT ST 77029,,
1060910000012,1423 KIPLING LLC,8011 BOVA RD 77064,,
1143950040039,1423 KIPLING LLC,12107 WESTWOLD DR 77377,,
0832930000023,1423 KIPLING LLC,3621 WASHINGTON ST 77503,,
1064500300002,1423 KIPLING LLC,5703 EASTHAMPTON DR B 77039,,
1106710000006,1423 KIPLING LLC,7222 NORTHLEAF DR 77086,,
0751900230001,1423 KIPLING LLC,5302 BATAAN RD 77033,,
1087080000059,1423 KIPLING LLC,7734 SUNBONNET LN 77064,,
1109830000017,1423 KIPLING LLC,14538 FLAIR DR 77049,,
1154690050002,14232 REISSEN LANE TRUST,14232 REISSEN LN 77069,,
0231380000356,1424 SEND ROAD LLC,1426 SENS RD 77571,,
1122310000021,14242 CELLINI DRIVE TRUST,14242 CELLINI DR 77429,,
1043350000020,14242 PAPADOSA LLC,14242 PAPADOSA ST 77053,,
1362690010007,1424W 23RD ST DEVELOPEMENT LLC,W 23RD ST 77008,,
0761800490004,1425 NANTUCKET LLC,1425 NANTUCKET DR D 77057,,
0751740210009,1426 ANTOINE LLC,1429 CAYWOOD LN 77055,,
0751740120010,1426 ANTOINE LLC,1422 ANTOINE DR 77055,,
1365630010003,1426 ANTOINE LLC,8614 FAIRBANKS N HOUSTON RD 77064,,
0751740120009,1426 ANTOINE LLC,1426 ANTOINE DR 77055,,
0751740120012,1426 ANTOINE LLC,1414 ANTOINE DR 77055,,
0751740210001,1426 ANTOINE LLC,7209 SHADYVILLA LN 77055,,
1240340010001,14262 GF LLC,14262 GULF FWY 77034,,
0201560000005,1429 COLUMBIA LLC,1429 COLUMBIA ST 77008,,
1387610010002,143 147 CHRISTOPHER ST CORP,17900 W LAKE HOUSTON PKWY 77346,,
0731000040031,1430 CHIPPENDALE DRIVE LLC,1430 CHIPPENDALE RD 77018,,
0650680750002,14302 LAREDO LLC,14302 LAREDO ST 14 77015,,
1279110030010,14306 HILLARD GREEN LANE TRUST,14306 HILLARD GREEN LN 77047,,
0131810000012,14309 SOMMERMYER ST LLC,14309 SOMMERMEYER ST 77041,,
0731000560022,1431 CHESHIRE LLC,1431 CHESHIRE LN 77018,,
2234800200000,1431 PRINCE STREET LLC,802 W MELWOOD ST 77009,,
1289090010025,14314 CONCORD MEADOW LN LLC,14134 CONCORD MEADOW LN 77047,,
1046390000008,14328 MISTY MEADOW LANE LLC,14328 MISTY MEADOW LN 77079,,
0391190000636,1433 N SHEPHERD PROPERTY LLC,1432 LAIRD ST 77008,,
0391190000639,1433 N SHEPHERD PROPERTY LLC,1430 LAIRD ST 77008,,
0391190000684,1433 N SHEPHERD PROPERTY LLC,LAIRD 77008,,
1380790010001,1433 N SHEPHERD PROPERTY LLC,1433 N SHEPHERD DR 77008,,
0391180000610,1433 N SHEPHERD PROPERTY LLC,1439 LAIRD ST 77008,,
1380790010003,1433 N SHEPHERD PROPERTY LLC,W 15TH ST 77008,,
0391190000633,1433 N SHEPHERD PROPERTY LLC,LAIRD 77008,,
0952840000026,14334 BUFFALO SPEEDWAY LLC,14334 BUFFALO SPEEDWAY 77045,,
1249110010022,14335 BUSH SAGE TRUST,14335 BUSH SAGE DR 77429,,
0201510000021,1434 ALLSTON LLC,1434 ALLSTON ST 77008,,
1050700000003,14340 MEMORIAL DRIVE LLC,14340 MEMORIAL DR 77079,,
0731000440007,1435 CURTIN LLC,1435 CURTIN ST 77018,,
0411150000185,14355 ELLA LLC,14335 ELLA BLVD 320 77014,,
1255290010072,1435OTRL TRUST,1435 OXBERG TRL 77073,,
0741250030027,14365 SOUTH POST OAK ROAD LTD,14441 S POST OAK RD 41 77045,,
0741250010002,14365 SOUTH POST OAK ROAD LTD,14355 S POST OAK RD 53 77045,,
0741250020030,14365 SOUTH POST OAK ROAD LTD,14365 S POST OAK RD 35 77045,,
0741250030001,14365 SOUTH POST OAK ROAD LTD,14441 S POST OAK RD 41 77045,,
0741250020001,14365 SOUTH POST OAK ROAD LTD,14365 S POST OAK RD 31 77045,,
1147690000013,14365 SUMMIT HOLDINGS LLC,14365 CORNERSTONE VILLAGE DR 272 77014,,
1259720010003,14405 FM 2100 LLC,14405 FM 2100 RD 77532,,
1147690010001,14405 WALTERS PROPERTY LLC,14405 WALTERS RD 77014,,
1150830000004,14411 CORNERSTONE LLC,14411 CORNERSTONE VILLAGE DR 77014,,
1330900010004,14418 SMITH ROAD LLC,14418 SMITH (SETTEGAST) RD 77396,,
1150260000008,14420 JCRO LLC,GREENS MARK DR 77067,,
1268050020052,14434 JUNCTION PLACE TRUST,14434 JUNCTION PLACE DR 77045,,
0401770010009,1445 SENS ROAD LP,1445 SENS RD 77571,,
1179480010001,14450 JFK LLC,14450 JOHN F KENNEDY BLVD 77032,,
0440340020417,1446 CAMPBELL LLC,1446 CAMPBELL RD 77055,,
0542390000009,1446 ELLIOTT LLC,1446 ELLIOTT ST 77023,,
1256600040012,14503 KEYSTONE GREEN DRIVE LLC,14503 KEYSTONE GREEN DR 77429,,
1147690000001,14511 GTPXIV LLC,14511 FALLING CREEK DR 77014,,
1287720010041,14511 LONG MEADOW DRIVE TRUST,14511 LONG MEADOW DR 77047,,
1287720010015,14522 BRUNSWICK PLACE DRIVE TRUST,14522 BRUNSWICK PLACE DR 77047,,
1163300000016,14525 BELLAIRE LLC,14525 BELLAIRE BLVD 77083,,
0431990000312,14525 FM 529 JOINT VENTURE,FM 529 RD 77084,,
1285210010080,14545 DURHAM LLC,8327 GREYS LN 77095,,
1285210040009,14545 DURHAM LLC,8319 CASSIDY CREEK CT 77095,,
1285210040013,14545 DURHAM LLC,8310 GROS VENTRE LN 77095,,
1285210010026,14545 DURHAM LLC,14510 DURHAM CHASE LN 77095,,
1285210020023,14545 DURHAM LLC,14637 DURHAM CHASE LN 77095,,
1285210040008,14545 DURHAM LLC,8323 CASSIDY CREEK CT 77095,,
1285210010021,14545 DURHAM LLC,14530 DURHAM CHASE LN 77095,,
1285210010049,14545 DURHAM LLC,14527 ROARING FORK LN 77095,,
1285210010058,14545 DURHAM LLC,14563 ROARING FORK LN 77095,,
1285210020021,14545 DURHAM LLC,14645 DURHAM CHASE LN 77095,,
1285210040010,14545 DURHAM LLC,8315 CASSIDY CREEK CT 77095,,
1285210040011,14545 DURHAM LLC,8302 GROS VENTRE LN 77095,,
1285210040012,14545 DURHAM LLC,8306 GROS VENTRE LN 77095,,
1034600270003,14551 MISTY MEADOW LLC,14551 MISTY MEADOW LN 77079,,
0590210050006,14555 FONMEADOW PTNR LTD,14555 FONMEADOW DR 77035,,
0620080060001,146 ENTERPRISES INC,PARK ST 77520,,
1256960000004,146 PROPERTIES LLC,N HIGHWAY 146 77520,,
1256960000003,146 PROPERTIES LLC,3201 N HIGHWAY 146 77520,,
1450890010001,146 REAL ESTATE INVESTMENT LLC,1802 HIGHWAY 146 77586,,
1392600020022,146 RENODES GARDEN LANE LLC,146 RENODES GARDEN LN 77375,,
1141290020080,14601 BELLAIRE LLC,14601 BELLAIRE BLVD 77083,,
1217320090022,14603 ROCHELLE COURT TRUST,14603 ROCHELLE CT 77429,,
1057750000001,14614 MOSS CREEK LANE LLC,6650 BINGLE RD 77092,,
1167780000001,14614 MOSS CREEK LANE LLC,6750 BINGLE RD 77092,,
0402700000126,14695 BROWN ROAD LLC,14695 BROWN RD 77377,,
2223043400000,147 SNOOKER CLUB,3830 S DAIRY ASHFORD ST 77082,,
0041480000175,14703 PARTNERS HOLDINGS LLC,14703 W HARDY RD 77060,,
0041480000177,14703 PARTNERS HOLDINGS LLC,14706 SWEENEY RD 77060,,
1002710000015,14715 MEMORIAL LTD,14715 MEMORIAL DR 77079,,
1151980000010,14750 SH 249 LIMITED LIABILITY CO,14750 SH 249 77086,,
1011680000006,14760 MEMORIAL DRIVE LP,14760 MEMORIAL DR 77079,,
1169070000004,14760 MEMORIAL PROPERTIES LTD,9524 WESTHEIMER RD 77063,,
0975900000001,14777 CHRISMAN ROAD LLC,14777 CHRISMAN RD 77039,,
0280660000081,14800 JERSEY SHORE DRIVE LLC,14800 JERSEY SHORE DR 77047,,
0280640050040,14800 JERSEY SHORE DRIVE LLC,RILEY RD 77047,,
0280640050074,14800 JERSEY SHORE DRIVE LLC,14800 JERSEY SHORE DR 77047,,
0280640050075,14800 JERSEY SHORE DRIVE LLC,14702 JERSEY SHORE DR 77047,,
0280660000061,14800 JERSEY SHORE DRIVE LLC,14800 JERSEY SHORE DR 77047,,
0280660290003,14800 JERSEY SHORE DRIVE LLC,14718 ALMEDA SCHOOL RD 77047,,
1120150000376,14800 QUORUM DR STE 510,2011 LEXINGTON WOODS DR 77373,,
1190640010023,14802 APPALOOSA AVENUE TRUST,14802 APPALOOSA AVE 77084,,
0431380000178,14803 GRANT RD LLC,14803 GRANT RD 77429,,
0431380000215,14803 GRANT RD LLC,14803 GRANT RD 77429,,
1339270010001,14807 WOODLAND HILLS DR 1 LLC,14807 WOODLAND HILLS DR 257 77396,,
1284340010007,14814 ABERDEEN MEADOW TRUST,14814 ABERDEEN MEADOW LN 77053,,
0410320010014,14820 TALLCOT ST LLC,14820 TALCOTT ST 77015,,
0431380000022,14855 GRANT RD LLC,14855 GRANT RD 77429,,
0431380000259,14855 GRANT RD LLC,14863 GRANT RD 77429,,
0431380000226,14869 GRANT RD LLC,14869 GRANT RD 77429,,
0431380000023,14869 GRANT RD LLC,14869 GRANT RD 77429,,
2213852800000,149 AUTO SALES,2908 W MOUNT HOUSTON RD 77038,,
2213852900000,149 AUTO SALES,2908 W MOUNT HOUSTON RD 77038,,
1105620000018,14902 CYPRESS GREEN TRUST,14902 CYPRESS GREEN DR 77429,,
1117200000009,14903 RIVER FOREST INC,2547 MARILEE LN 1 77057,,
1095440000041,14906 FM 529 RD LTD,14900 FM 529 RD 77095,,
1362800010004,14912 LEE ROAD LLC,14912 LEE RD 77396,,
1413490010004,14925 HAMPTON CIRCLE LLC,14925 E HAMPTON CIR 77071,,
1222970010001,14925 STUEBNER AIRLINE LP,14925 STUEBNER AIRLINE RD 77069,,
1154160000009,14950 MEADOWS LP,14950 HEATHROW FOREST PKY 274 77032,,
1154160000012,14950 MEADOWS LP,14950 HEATHROW FOREST PKY 77032,,
0201650000001,14TH STREET FLATS LLC,1341 CORTLANDT ST 10 77008,,
0651240310660,15 & 40 LLC,3934 PICKFAIR ST 77026,,
0212200000011,15 / 21 JAPHET MGMT CORP,215 EMILE ST 77020,,
0212200000003,15 / 21 JAPHET MGMT CORP,4406 URSA ST 77020,,
0250180000006,15 21 JAPHET REALTY LTD,4715 MAIN ST 77004,,
0150140000010,15 ALTIC ST,15 ALTIC ST 77011,,
2237124700000,15 DREAMS BOUTIQUE,7331 HARWIN DR 77036,,
2210576600000,15 MINUTE INSPECTION AUTO SERVICE,3910 E NASA PKY 77586,,
0601620930007,15 PINEHILL LLC,15 PINEHILL LN 77019,,
0422320010004,15 RAMIN LLC,3421 LAURA KOPPE RD ST 4 77093,,
2232217800000,15 STUDIO BEAUTY,10350 S POST OAK RD 77035,,
0221610000002,150 BASIS LLC,3705 MCGOWEN ST 77004,,
0221610000001,150 BASIS LLC,3701 MCGOWEN ST 5 77004,,
2218785000000,150 BRONX BAR,5555 MORNINGSIDE DR 77005,,
1209330010001,150 SL LLC,106 SABINE ST 198 77007,,
1167210010001,150 SPEAR STREET ASSOCIATES LP,12727 BEAMER RD 77089,,
0440340020155,1500 BINGLE LLC,1500 BINGLE RD 77055,,
0022630010001,1500 GRAY LLC,1500 GRAY ST 77002,,
0440820000255,1500 N POST OAK BLVD JV,1500 N POST OAK RD 77055,,
0440840000207,1500 N POST OAK BOULEVARD,1500 HEMPSTEAD RD 77055,,
1040840000001,1500 OST LLC,1500 OLD SPANISH TRL 999 77054,,
0521470000006,1500 RUTH LLC,LA BRANCH ST 77004,,
0421870000014,15000 NORTHWEST FREEWAY LLC,15000 NORTHWEST FWY,,
0522770000011,1501 DUNLAVY LLC,1501 DUNLAVY ST 77006,,
1270050020005,15011 SIERRA RIDGE LLC,15011 SIERRA RIDGE DR 77396,,
1307710010004,15015 FALL CREEK HOLDINGS LLC,15015 FALL CREEK PRESERVE DR 77396,,
0502050000127,15015 GARRETT TRS 41&42A TRUST,15015 GARRETT RD TRLR 4 77044,,
0451690000041,1502 APARTMENT LLC,1502 ALLENDALE RD 25 77502,,
1379930010009,1502 DUMBLE LLC,1418 DUMBLE ST 77023,,
1379930010001,1502 DUMBLE LLC,1510 DUMBLE ST 77023,,
1379930010003,1502 DUMBLE LLC,1506 DUMBLE ST 77023,,
1379930010007,1502 DUMBLE LLC,1422 DUMBLE ST 77023,,
1379930010010,1502 DUMBLE LLC,1416 DUMBLE ST 77023,,
1379930010002,1502 DUMBLE LLC,1508 DUMBLE ST 77023,,
1379930010004,1502 DUMBLE LLC,1504 DUMBLE ST 77023,,
1379930010008,1502 DUMBLE LLC,1420 DUMBLE ST 77023,,
1379930010005,1502 DUMBLE LLC,1502 DUMBLE ST 77023,,
1379930010006,1502 DUMBLE LLC,1424 DUMBLE ST 77023,,
1365260010001,1502 SAWYER LLC,1502 SAWYER ST 77007,,
0051620000003,1502 SAWYER SPUR LLC,1502 SAWYER ST 77007,,
0420930000265,15025 EAST FREEWAY LLC,15025 EAST FWY 77530,,
1248570010018,15027 SUNSET CREEK DRIVE LLC,15027 SUNSET CREEK DR 77396,,
0520700710020,1503 DRISCOLL LLC,1503 DRISCOLL ST 77019,D,Opt-Out
0410320000508,1503 HADEN ROAD LLC,1503 HADEN RD 77015,,
0410320000221,1503 HADEN ROAD LLC,1503 HADEN RD 77015,,
0410320000195,1503 HADEN ROAD LLC,1503 HADEN RD 77015,,
0070920000009,1503 LUBBOCK LLC,1503 LUBBOCK ST 77007,,
0430520000074,1504 INVESTMENTS LLC,1520 COLLEGE AVE 77587,,
1450900010001,1505 RUTH LLC,RUTH ST 77004,,
1450900010002,1505 RUTH LLC,RUTH ST 77004,,
1030430000004,1505 SIERRA LLC,1505 SIERRA DR 77521,,
0410080130004,1506 FIRST STREET LP,1506 1ST ST 6 77586,,
0410080130005,1506 FIRST STREET LP,MEYER ST 77586,,
1939007400016,1507 CALIFORNIA LLC,16511 QUAIL RUN DR 77489,,
1938013800065,1507 CALIFORNIA LLC,15838 KENBROOK DR 77489,,
0791130000059,1508 EASTHAVEN DRIVE TRUST,1508 EASTHAVEN DR 77506,,
0382460000002,1508 WESTHEIMER LLC,1504 WESTHEIMER RD 77006,,
0382460000013,1508 WESTHEIMER LLC,1508 WESTHEIMER RD 77006,,
0010260000001,1509 CONGRESS LLC,1509 CONGRESS ST 77002,,
0271670000001,1510 AND 1504 CHAPMAN LLC,1504 CHAPMAN ST 77009,,
0271670000003,1510 AND 1504 CHAPMAN LLC,1510 CHAPMAN ST 77009,,
1251470010010,1510 GENTRY LLC,1801 KEENE ST 77009,,
0031620000011,1510 GENTRY PROPERTIES LC,1519 FULTON ST 77009,,
0031630000004,1510 GENTRY PROPERTIES LC,1506 FULTON ST 77009,,
0031620000012,1510 GENTRY PROPERTIES LC,1519 FULTON ST 77009,,
0031620000001,1510 GENTRY PROPERTIES LC,1519 FULTON ST 77009,,
0031620000002,1510 GENTRY PROPERTIES LC,1519 FULTON ST 77009,,
0031630000005,1510 GENTRY PROPERTIES LC,1502 FULTON ST 77009,,
0751740130006,1510 HOLDINGS LLC,1510 ANTOINE DR 77055,,
0751740130007,1510 HOLDINGS LLC,1506 ANTOINE DR 1 77055,,
0751740130008,1510 HOLDINGS LLC,1502 ANTOINE DR 77055,,
2213111900000,1510 HOLLAND,1510 HOLLAND ST 77029,,
1181840000001,15100 ELLA LLC,15100 ELLA BLVD 243 77090,,
1148100010150,15105 GRASSINGTON TRUST,15105 GRASSINGTON DR 77530,,
0420590000012,1511 AVENUE C LLC,1511 AVENUE C 77493,,
0420590000013,1511 AVENUE C LLC,1503 AVENUE C 77493,,
0582430020006,1511 W 12TH STREET LLC,1511 W 12TH ST 77008,,
1406100010001,1512 CENTER LLC,1512 CENTER ST 77007,,
1383070010001,1512 N ALEXANDER LLC,1512 N ALEXANDER DR 77520,,
1260660010003,15128 HENRY ROAD LLC,HENRY RD 77060,,
0230320000011,1513 QUITMAN LLC,1513 QUITMAN ST 77009,,
0751740130005,1514 ANTOINE DR LLC,1514 ANTOINE DR 77055,,
0771820170004,1514 GLEN OAKS LLC,1514 GLEN OAKS ST 77008,,
1449330010004,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
1449330010005,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
1449330010001,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
1449330010002,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
1449330010003,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
1449330010008,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
1449330010006,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
1449330010007,1514 HOUSTON DEVELOPMENT LLC,HOUSTON AVE 77007,,
0770390430002,1515 EARLY LANE LLC,FLOWERDALE ST 77055,,
1420290010002,1515 EGYPT ST LLC,1515 EGYPT ST 77009,,
1420290010003,1515 EGYPT ST LLC,1515 EGYPT ST 77009,,
1420290010001,1515 EGYPT ST LLC,1515 EGYPT ST 77009,,
0201370000010,1515 HEIGHTS BOULEVARD LLC,1515 HEIGHTS BLVD 77008,,
0031570000009,1515 MAIN STREET PARTNERS LP,1515 N MAIN ST 77009,,
0031570000010,1515 MAIN STREET PARTNERS LP,1515 N MAIN ST 77009,,
0031570000012,1515 MAIN STREET PARTNERS LP,1515 N MAIN ST 77009,,
0401140000007,1515 STUDEMONT LLC,1515 STUDEMONT ST 77007,,
0580930000020,1515 W 34TH LLC,1621 W 34TH ST 77018,,
0201430000012,1515 WAVERLY LLC,1515 WAVERLY ST 77008,,
1151470000030,15150 I 45 NORTH LLC,15150 NORTH FWY 77090,,
1151470000068,15150 I-45 NORTH LLC,CENTURY PLAZA DR 77090,,
1119510000002,1516 BAY AREA BLVD NO F2 LLC,1516 BAY AREA BLVD F2 77058,,
0391090000156,1516 PROP LLC,1516 N DURHAM DR 77008,,
0551740000029,1518 AULINE LLC,BLAND ST 77091,,
0551800000055,1518 AULINE LLC,DE SOTO ST 77091,,
0710900540240,1518 AULINE LLC,1052 SOUTH LN 77088,,
0710900540241,1518 AULINE LLC,1056 SOUTH LN 77088,,
0551740000071,1518 AULINE LLC,6718 SEALEY ST 77091,,
0630730610012,1518 AULINE LLC,9601 TOWER ST 77088,,
0630730620011,1518 AULINE LLC,9413 TOWER ST 77088,,
0551740000030,1518 AULINE LLC,1518 BLAND ST 77091,,
0661090070034,1518 AULINE LLC,2022 WAVELL ST 77088,,
0162650000039,1518 AULINE LLC,2202 DOLLY WRIGHT ST 77088,,
0162670050030,1518 AULINE LLC,7403 KNOX ST 77088,,
0162720010028,1518 AULINE LLC,2462 AREBA ST 77091,,
0551740000028,1518 AULINE LLC,6722 SEALEY ST 77091,,
0551740000070,1518 AULINE LLC,6700 SEALEY ST 77091,,
0551800000054,1518 AULINE LLC,DE SOTO ST 77091,,
0630730600035,1518 AULINE LLC,TOWER 77088,,
1090730000053,15181 KIMBERLEY COURT LLC,15181 KIMBERLEY CT 77079,,
1150560040003,1519 VANDER WILT LLC,1519 VANDERWILT RD 77449,,
1337700050004,1520 OLIVER INVESTMENTS LTD,1214 CASTELLINA LN 77055,,
1337700050005,1520 OLIVER INVESTMENTS LTD,1218 CASTELLINA LN 77055,,
1337700050006,1520 OLIVER INVESTMENTS LTD,7531 LITTLE CAPRESE LN 77055,,
1220170010001,1520 SOUTH LOOP W LLC,1520 S LOOP W 77054,,
1151470020005,15200 INVESTMENTS LLC,LOCKHAVEN DR 77073,,
0440320000019,15200 INVESTMENTS LLC,15200 NORTH FWY 77090,,
0201440000027,1520BHT LLC,1520 BLAIR ST 77008,,
0010570000004,1521 JAPHET REALTY LTD,506 MAIN ST 77002,,
0760050020019,15210 CHAP'IN STREET LLC,12210 CHAPLIN ST 77032,,
0760050020020,15210 CHAPLIN STREET LLC,15210 CHAPLIN ST 77032,,
0760050020018,15210 CHAPLIN STREET LLC,15210 CHAPLIN ST 77032,,
0760050020021,15210 CHAPLIN STREET LLC,15210 CHAPLIN ST 77032,,
0760050020022,15210 CHAPLIN STREET LLC,15110 CHAPLIN ST 77032,,
1150170000808,15215 BLUE ASH LLC ET AL,15215 BLUE ASH DR 210 77090,,
1346790010001,1523 YALE LLC,1523 YALE ST 77008,,
0990700000013,15235 CAMPDEN HILL ROAD TRUST,15235 CAMPDEN HILL RD 77053,,
0670450040050,1527 ANTOINE LP,1614 ELMVIEW DR 77080,,
0670450040046,1527 ANTOINE LP,1614 ELMVIEW DR 77080,,
1440470010013,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010016,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010022,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010023,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010043,1528 PAUL QUINN LLC,PRIVATE STREETS 77091,,
1440470010014,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010017,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010020,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010021,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010036,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010039,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010015,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010019,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010029,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010038,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010041,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010018,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010024,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010037,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010040,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
1440470010042,1528 PAUL QUINN LLC,WHITE MAGNOLIA ST 77091,,
0552970000002,1530 INVESTMENTS LLC,4127 EMORY AVE 77005,,
1270350010003,15303 TUPELO DRIVE TRUST,15303 TUPELO DR 77429,,
1321310020024,15315 BENSON LANDING DRIVE TRUST,15315 BENSON LANDING DR 77429,,
1248480030022,15315 DAY TRIP LLC,15315 DAY TRIP TRL 77429,,
1157100000005,15315 N FREEWAY LTD,15315 NORTH FWY 77090,,
1450440010035,15323 LEAL RANCHO CT LLC,LEAL RANCHO CT 77433,,
1184980050005,15327 TYSOR PARK LN,15327 TYSOR PARK LN 77095,,
1152320000001,15330 ELLA BLVD DE HOLDING LLC,15330 ELLA BLVD 354 77090,,
0821840000015,1535 ANTOINE LLC,1535 ANTOINE DR 77055,,
1276460010010,15366 PARK ROW LLC,15362 PARK ROW 77084,,
1276460010009,15366 PARK ROW LLC,15366 PARK ROW 77084,,
0392240000010,1537 CASTLE COURT LTD,1537 CASTLE CT 12 77006,,
0522240000001,1537 KIPLING LLC,1537 KIPLING ST 77006,,
0821840000014,1539 ANTOINE LLC,1539 ANTOINE DR 77055,,
0986050000014,15403 W ANTONE CIRCLE LLC,15403 W ANTONE CIR 77071,,
1189830010001,15405 TOMBALL REALTY INC ETAL,15405 SH 249 77086,,
1938008800024,15407 BLUERIDGE RD.THIRTEEN INVESTM,15047 BLUERIDGE RD 77489,,
0430860000022,15414 KUYKENDAHL ROAD I LLC,15414 KUYKENDAHL RD 239 77090,,
0480510000030,15420 TELGE RD LTD,15420 TELGE RD 146 77429,,
1168040020006,15423 ROCKY BRIDGE LLC,15423 ROCKY BRIDGE LN 77433,,
1144320040006,15426 SWAN CREEK DRIVE LLC,15426 SWAN CREEK DR 77095,,
1061990000004,15502 REDBIRD RIDGE TRUST,15502 REDBIRD RIDGE DR 77396,,
0330510000030,15510 BEAMER LLC,15510 BEAMER RD 77546,,
1180470080006,15511 MPD LLC,15511 MEADOW PALM DR 77433,,
1288920030003,15512 LLC,15923 ANGLER BEND DR 77044,,
1293100040002,15512 LLC,12922 HAWTHORNE SHORES DR 77044,,
0451210000071,15512 LLC,2301 KENNINGS RD 77532,,
1144220000002,15512 LLC,2819 KENNINGS RD 77532,,
1395830010031,15518 PATTEN FOREST DRIVE LAND TRUST,15518 PATTEN FOREST DR 77429,,
1061660000007,1552 SOUTH GESSNER LLC,1552 S GESSNER RD 77063,,
1128040000003,1560 BAY AREA LLC,1560 W BAY AREA BLVD 77546,,
1128040000002,1560 BAY AREA LLC,1550 W BAY AREA BLVD 77546,,
1143580150013,15600 JFK HOUSTON OWNER LLC,JOHN F KENNEDY BLVD 77032,,
1143580150012,15600 JFK HOUSTON OWNER LLC,15600 JOHN F KENNEDY BLVD 750 77032,,
2212781000000,15600 JFK HOUSTON PARTNERS LLC,15600 JOHN F KENNEDY BLVD 77032,,
1147740010004,15607 CABOT CREEK LIMITED LIABILITY CO,15607 CABOT CREEK CIR 77070,,
1267730040010,15618 BRISTOL LAKE LLC,15618 BRISTOL LAKE DR 77070,,
0451720000057,15626 SILVER RIDGE LLC,15626 SILVER RIDGE DR 77090,,
0401820000078,157 HUFFMAN LTD,FM 2100 77336,,
0401820000801,157 HUFFMAN LTD,27021 WOLF RD 77336,,
0401820000072,157 HUFFMAN LTD,WOLF RD 77336,,
